@RELATION Bugcatchers-unified-file.arff

    @ATTRIBUTE McCC NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE DataClumps NUMERIC
    @ATTRIBUTE MessageChains NUMERIC
    @ATTRIBUTE MiddleMan NUMERIC
    @ATTRIBUTE SpeculativeGenerality NUMERIC
    @ATTRIBUTE SwitchStatements NUMERIC
    @ATTRIBUTE MessageChains2 NUMERIC
    @ATTRIBUTE blank NUMERIC
    @ATTRIBUTE comment NUMERIC
    @ATTRIBUTE code NUMERIC
    @ATTRIBUTE codeLines NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    1,0,3,0,15,59,0,0,0,0,0,0,8,35,15,15,false
    1,0,2,0,15,60,0,0,1,0,0,0,8,36,15,15,false
    1,0,3,0,15,57,0,0,0,0,0,0,6,35,15,15,false
    1,0,2,0,15,59,0,0,1,0,0,0,7,36,15,15,false
    1,0,2,0,15,59,0,0,1,0,0,0,7,36,15,15,false
    3,0,3,0,37,94,0,0,1,1,0,0,11,45,37,37,false
    1,0,2,0,16,61,0,0,1,0,0,0,6,38,16,16,false
    1,0,2,0,16,60,0,0,1,0,0,0,7,36,16,16,false
    1,0,2,0,15,59,0,0,1,0,0,0,7,36,15,15,false
    1,0,2,0,15,60,0,0,1,0,0,0,8,36,15,15,false
    1,0,2,0,16,59,0,0,1,0,0,0,6,36,16,16,false
    3,0,2,0,31,77,0,0,0,0,0,0,7,38,31,31,false
    3,0,2,0,31,78,0,0,0,0,0,0,8,38,31,31,false
    11,0,2,0,53,102,0,0,0,0,0,0,10,38,53,53,false
    3,0,2,0,28,76,0,0,0,0,0,0,8,39,28,28,false
    4,0,3,0,35,93,0,0,0,0,0,0,11,46,35,35,false
    1,0,3,0,15,57,0,0,0,0,0,0,7,34,15,15,false
    1,0,2,0,15,59,0,0,1,0,0,0,7,36,15,15,false
    1,0,2,0,15,59,0,0,1,0,0,0,7,36,15,15,false
    1,0,2,0,15,60,0,0,1,0,0,0,8,36,15,15,false
    1,0,2,0,15,59,0,0,1,0,0,0,7,36,15,15,false
    1,0,2,0,16,60,0,0,1,0,0,0,7,36,16,16,false
    1,0,2,0,15,60,0,0,1,0,0,0,7,37,15,15,false
    1,0,3,0,13,57,0,0,0,0,0,0,8,35,13,13,false
    1,0,2,0,15,60,0,0,1,0,0,0,7,37,15,15,false
    2,0,2,0,41,91,0,0,1,0,0,0,15,34,41,41,false
    2,0,3,0,24,67,0,0,0,0,0,0,8,34,24,24,false
    2,0,2,0,21,67,0,0,0,0,0,0,8,37,21,21,false
    2,0,0,0,24,72,0,0,0,0,0,0,8,40,24,24,false
    3,0,3,0,26,69,0,0,0,0,0,0,7,36,26,26,false
    2,0,2,0,18,63,0,0,0,0,0,0,7,37,18,18,false
    1,0,2,0,23,74,0,0,0,0,0,0,15,35,23,23,false
    4,0,2,0,76,160,0,0,0,0,0,0,24,59,76,76,false
    4,0,3,0,67,154,0,0,0,0,0,0,27,59,67,67,false
    5,0,7,0,54,153,0,0,0,0,0,0,26,72,54,54,false
    1,0,2,0,53,113,0,0,0,0,0,0,20,39,53,53,false
    2,0,2,0,18,63,0,0,1,0,0,0,8,36,18,18,false
    2,0,2,0,16,61,0,0,1,0,0,0,8,36,16,16,false
    4,0,2,0,45,105,0,0,0,0,0,0,11,48,45,45,false
    2,0,2,0,16,60,0,0,1,0,0,0,7,36,16,16,false
    1,0,2,0,14,61,0,0,1,0,0,0,8,38,14,14,false
    2,0,2,0,16,60,0,0,1,0,0,0,7,36,16,16,false
    3,0,2,0,20,67,0,0,1,0,0,0,9,37,20,20,false
    3,0,1,1,20,62,0,0,1,0,0,0,7,34,20,20,false
    1,0,2,0,14,60,0,0,1,0,0,0,7,38,14,14,false
    4,0,2,0,48,111,0,0,0,0,0,0,12,50,48,48,false
    1,0,2,0,14,58,0,0,1,0,0,0,7,36,14,14,false
    2,0,2,0,42,91,0,0,1,0,0,0,14,34,42,42,false
    8,0,4,1,74,133,0,0,0,3,0,0,16,42,70,70,true
    7,0,2,0,60,118,0,0,0,0,0,0,11,46,60,60,false
    9,0,3,0,36,80,0,0,0,0,0,0,9,34,36,36,false
    9,0,3,0,40,83,0,0,0,0,0,0,8,34,40,40,false
    3,0,3,0,33,81,0,0,0,0,0,0,10,37,31,31,true
    3,0,3,0,30,71,0,0,0,0,0,0,8,32,30,30,false
    6,0,4,1,70,128,0,0,0,3,0,0,18,39,68,68,true
    7,0,2,0,60,118,0,0,0,1,0,0,11,46,60,60,false
    3,0,3,0,25,68,0,0,0,0,0,0,7,35,25,25,false
    2,0,3,0,22,64,0,0,0,0,0,0,7,34,22,22,false
    2,0,0,0,26,70,0,0,0,0,0,0,8,35,26,26,false
    1,0,3,0,19,66,0,0,1,0,0,0,8,38,19,19,false
    3,0,3,0,30,75,0,0,0,0,0,0,8,36,30,30,false
    5,0,3,0,44,105,0,0,0,0,0,0,13,47,44,44,false
    7,0,4,0,32,78,0,0,0,0,0,0,7,38,32,32,false
    3,0,3,0,30,78,0,0,0,0,0,0,9,38,30,30,false
    4,0,3,0,36,86,0,0,0,0,0,0,11,38,36,36,false
    4,0,3,0,36,84,0,0,0,0,0,0,9,38,36,36,false
    7,0,3,0,44,94,0,0,0,0,0,0,12,37,44,44,false
    3,0,3,0,30,77,0,0,0,0,0,0,9,37,30,30,false
    6,0,3,0,45,106,0,0,0,0,0,0,13,47,45,45,false
    3,0,3,0,30,79,0,0,0,0,0,0,8,40,30,30,false
    4,0,3,0,32,84,0,0,0,0,0,0,10,41,32,32,false
    7,0,3,0,43,97,0,0,0,0,0,0,15,38,43,43,false
    3,0,3,0,29,77,0,0,0,0,0,0,10,37,29,29,false
    6,0,3,0,42,91,0,0,0,0,0,0,9,39,42,42,false
    5,0,3,0,31,81,0,0,0,0,0,0,8,41,31,31,false
    5,0,3,0,31,83,0,0,0,0,0,0,9,42,31,31,false
    5,0,3,0,31,81,0,0,0,0,0,0,8,41,31,31,false
    6,0,3,0,42,95,0,0,0,0,0,0,15,37,42,42,false
    7,0,3,0,32,75,0,0,0,0,0,0,7,35,32,32,false
    9,0,3,0,46,100,0,0,0,0,0,0,11,42,46,46,false
    8,0,3,0,48,119,0,0,0,0,0,0,14,56,48,48,false
    5,0,3,0,44,105,0,0,0,0,0,0,12,48,44,44,false
    8,0,3,0,49,114,0,0,0,0,0,0,13,51,49,49,false
    7,0,3,0,45,95,0,0,0,0,0,0,12,37,45,45,false
    7,0,3,0,34,81,0,0,0,0,0,0,8,38,34,34,false
    4,0,3,0,34,82,0,0,0,0,0,0,10,37,34,34,false
    6,0,3,0,42,89,0,0,0,0,0,0,9,37,42,42,false
    1,0,2,0,19,63,0,0,0,0,0,0,11,32,19,19,false
    1,0,2,0,54,140,0,0,0,0,0,0,23,60,54,54,false
    3,0,4,0,77,148,1,0,0,0,0,0,23,47,77,77,false
    2,0,2,0,110,254,0,0,0,0,0,0,33,111,110,110,false
    5,0,2,0,100,177,0,0,1,0,0,0,24,52,100,100,true
    1,0,2,0,40,85,0,0,0,0,0,0,12,32,40,40,false
    9,0,12,0,118,248,1,0,0,0,0,0,27,102,118,118,false
    1,0,2,0,59,138,0,0,1,0,0,0,21,63,57,57,false
    1,0,2,0,34,87,0,0,0,0,0,0,18,34,34,34,false
    1,0,2,0,41,105,0,0,1,1,0,0,18,45,41,41,false
    3,0,5,0,91,181,1,0,1,0,0,0,23,66,91,91,false
    1,0,2,0,49,132,0,0,0,0,0,0,20,62,49,49,false
    3,0,2,0,46,113,0,0,1,2,0,0,17,50,46,46,false
    2,0,3,0,26,74,0,0,1,0,0,0,10,37,26,26,false
    2,0,2,0,45,116,0,0,1,0,0,0,16,58,46,46,false
    5,0,3,0,47,132,0,0,0,0,0,0,15,69,47,47,false
    1,0,2,0,17,60,0,0,0,0,0,0,7,35,17,17,false
    4,0,3,0,49,105,0,0,0,0,0,0,17,38,49,49,false
    1,0,2,0,31,77,0,0,0,0,0,0,13,32,31,31,false
    14,0,3,0,158,278,0,0,1,0,0,0,34,85,158,158,false
    21,0,7,0,212,374,0,0,0,0,0,0,45,105,169,169,true
    5,0,8,0,59,143,0,0,0,0,0,0,18,65,59,59,false
    2,0,2,0,46,113,0,0,1,0,0,0,20,47,46,46,false
    11,0,4,0,167,270,0,0,1,0,0,0,36,66,167,167,false
    9,0,3,0,107,189,0,0,1,0,0,0,29,53,107,107,false
    1,0,2,0,19,69,0,0,0,0,0,0,11,38,19,19,false
    1,0,5,0,21,93,0,0,0,0,0,0,9,62,21,21,false
    6,0,5,0,59,129,0,0,0,0,0,0,14,55,59,59,false
    1,0,2,0,19,63,0,0,0,0,0,0,10,33,19,19,false
    3,0,2,0,18,62,0,0,1,0,0,0,6,37,18,18,false
    8,0,2,0,70,151,0,0,0,0,0,0,13,67,70,70,false
    6,0,3,0,49,95,0,0,0,0,0,0,9,36,49,49,false
    3,0,2,0,19,64,0,0,1,0,0,0,7,37,19,19,false
    6,0,3,0,47,97,0,0,0,0,0,0,8,41,47,47,false
    2,0,3,0,15,57,0,0,0,0,0,0,7,34,15,15,false
    2,0,3,0,18,58,0,0,0,0,0,0,5,34,18,18,false
    6,0,2,0,48,105,0,0,0,0,0,0,12,44,48,48,false
    3,0,2,0,18,63,0,0,1,0,0,0,7,37,18,18,false
    2,0,3,0,17,57,0,0,0,0,0,0,5,34,17,17,false
    2,0,2,0,14,55,0,0,0,0,0,0,6,34,14,14,false
    3,0,2,0,17,62,0,0,1,0,0,0,7,37,17,17,false
    2,0,2,0,18,62,0,0,1,0,0,0,7,36,18,18,false
    2,0,3,0,15,53,0,0,1,0,0,0,6,31,15,15,false
    2,0,3,0,15,57,0,0,1,0,0,0,7,34,15,15,false
    5,0,2,0,51,109,0,0,0,0,0,0,11,46,51,51,false
    5,0,2,0,54,114,0,0,0,0,0,0,13,46,54,54,false
    2,0,2,0,18,63,0,0,1,0,0,0,7,37,18,18,false
    2,0,2,0,18,63,0,0,1,0,0,0,7,37,18,18,false
    5,0,2,0,47,104,0,0,0,0,0,0,10,46,47,47,false
    8,0,2,0,48,112,0,0,0,0,0,0,12,51,48,48,false
    2,0,2,0,18,63,0,0,1,0,0,0,7,37,18,18,false
    3,0,2,0,19,65,0,0,1,0,0,0,8,37,19,19,false
    3,0,2,0,25,71,0,0,1,0,0,0,8,37,25,25,false
    3,0,2,0,20,66,0,0,1,0,0,0,8,37,20,20,false
    2,0,2,0,16,64,0,0,1,0,0,0,8,39,16,16,false
    3,0,2,0,17,62,0,0,1,0,0,0,7,37,17,17,false
    3,0,2,0,17,62,0,0,1,0,0,0,7,37,17,17,false
    4,0,2,0,28,73,0,0,0,0,0,0,8,36,28,28,false
    1,0,2,0,14,60,0,0,1,0,0,0,7,38,14,14,false
    6,0,2,0,54,115,0,0,0,0,0,0,11,49,54,54,false
    2,0,2,0,17,61,0,0,1,0,0,0,7,36,17,17,false
    1,0,3,0,13,53,0,0,1,0,0,0,6,33,13,13,false
    3,0,3,0,19,61,0,0,0,0,0,0,7,34,19,19,false
    4,0,2,0,20,65,0,0,1,0,0,0,7,37,20,20,false
    3,0,3,0,18,60,0,0,0,0,0,0,7,34,18,18,false
    3,0,3,0,18,59,0,0,0,0,0,0,6,34,18,18,false
    4,0,2,0,24,63,0,0,1,0,0,0,7,31,24,24,false
    2,0,2,0,18,59,0,0,1,0,0,0,6,34,18,18,false
    2,0,2,0,19,62,0,0,1,0,0,0,8,34,19,19,false
    4,0,2,0,54,107,0,0,0,0,0,0,10,40,36,36,false
    3,0,2,0,19,64,0,0,1,0,0,0,6,38,19,19,false
    3,0,2,0,18,62,0,0,1,0,0,0,7,36,18,18,false
    2,0,2,0,16,60,0,0,1,0,0,0,7,36,16,16,false
    1,0,2,0,14,58,0,0,1,0,0,0,7,36,14,14,false
    12,0,3,0,75,163,0,0,0,0,0,0,12,65,51,51,true
    2,0,2,0,18,63,0,0,1,0,0,0,8,36,18,18,false
    3,0,2,0,18,62,0,0,1,0,0,0,7,36,18,18,false
    5,0,3,0,48,110,0,0,0,1,0,0,11,50,48,48,false
    3,0,2,0,20,64,0,0,1,0,0,0,7,36,20,20,false
    3,0,2,0,18,63,0,0,1,0,0,0,8,36,18,18,false
    8,0,3,1,64,117,0,0,0,0,0,0,10,41,58,58,true
    2,0,2,0,18,64,0,0,1,0,0,0,7,38,18,18,false
    7,0,3,0,58,104,0,0,0,0,0,0,8,37,58,58,false
    5,0,2,0,29,79,0,0,0,0,0,0,9,40,29,29,false
    5,0,2,0,28,74,0,0,0,0,0,0,8,37,28,28,false
    5,0,2,0,22,70,0,0,0,0,0,0,9,38,22,22,false
    2,0,2,0,18,62,0,0,1,0,0,0,7,36,18,18,false
    6,0,3,0,54,102,0,0,0,0,0,0,8,39,54,54,false
    2,0,2,0,14,55,0,0,0,0,0,0,6,34,14,14,false
    6,0,3,0,50,98,0,0,0,0,0,0,9,38,50,50,false
    2,0,3,0,19,60,0,0,0,0,0,0,6,34,19,19,false
    8,0,3,0,68,143,0,0,0,1,0,0,15,60,54,54,false
    5,0,3,0,39,82,0,0,0,0,0,0,8,34,39,39,false
    3,0,3,0,39,86,0,0,0,0,0,0,9,37,37,37,true
    7,0,3,0,45,95,0,0,0,0,0,0,8,41,45,45,false
    7,0,3,0,28,74,0,0,0,0,0,0,9,36,28,28,false
    5,0,3,0,41,95,0,0,0,0,0,0,9,44,41,41,false
    6,0,3,0,46,95,0,0,0,0,0,0,11,37,46,46,false
    15,0,2,0,203,326,1,0,1,1,0,0,48,75,203,203,false
    20,0,4,0,182,308,0,0,0,0,0,0,37,88,182,182,false
    21,0,2,0,207,362,0,0,1,0,0,0,47,107,207,207,false
    3,0,0,0,19,63,0,0,1,0,0,0,7,37,19,19,false
    4,0,2,0,40,96,0,0,1,0,0,0,11,44,40,40,false
    3,0,0,0,19,67,0,0,1,0,0,0,7,40,19,19,false
    9,0,3,0,76,149,0,0,1,0,0,0,16,56,76,76,false
    3,0,2,0,32,88,0,0,0,0,0,0,8,47,32,32,false
    5,0,0,0,33,80,0,0,0,0,0,0,8,38,33,33,false
    2,0,0,0,23,66,0,0,0,0,0,0,8,34,23,23,false
    1,0,0,0,31,82,0,0,1,0,0,0,16,34,31,31,false
    1,0,0,0,16,58,0,0,1,0,0,0,7,34,16,16,false
    7,0,2,1,103,213,0,0,1,2,0,0,32,78,103,103,false
    1,0,2,0,46,92,0,0,0,0,0,0,16,29,46,46,false
    6,0,7,0,168,285,1,0,0,0,0,0,35,81,166,166,false
    3,0,3,0,53,125,0,0,0,0,0,0,17,54,53,53,false
    4,0,0,0,29,78,0,0,0,0,0,0,8,41,29,29,false
    23,0,3,0,98,176,0,0,0,0,0,0,14,63,98,98,false
    11,0,5,14,112,221,0,0,1,0,0,0,34,74,112,112,false
    1,0,10,0,16,131,0,0,0,1,0,0,15,99,16,16,false
    1,0,2,0,4,41,0,0,0,1,0,0,3,33,4,4,false
    12,0,22,0,121,292,0,0,1,0,0,0,33,137,121,121,false
    1,0,4,0,13,63,0,0,0,0,0,0,7,42,13,13,false
    4,0,4,0,41,116,0,0,0,0,0,0,12,62,41,41,false
    7,0,3,0,38,98,0,0,0,0,1,0,11,48,38,38,false
    3,0,3,0,19,73,0,0,0,0,0,0,6,47,19,19,false
    34,0,4,0,177,298,0,0,0,4,0,0,25,95,177,177,false
    5,0,9,0,45,181,0,0,0,1,0,0,12,123,45,45,false
    1,0,1,4,18,56,0,0,1,0,0,0,9,28,18,18,false
    1,0,1,0,6,53,0,0,0,0,0,0,4,42,6,6,false
    2,0,2,0,40,157,0,0,0,0,0,0,19,97,40,40,false
    1,0,3,0,5,50,0,0,0,0,0,0,5,39,5,5,false
    26,0,6,0,128,300,0,0,0,0,0,0,23,148,128,128,false
    1,0,1,3,15,55,0,0,1,0,0,0,9,30,15,15,false
    4,0,4,0,17,68,0,0,1,0,0,0,5,45,17,17,false
    88,0,5,0,140,238,0,0,0,0,0,0,22,75,140,140,false
    58,0,10,0,383,760,0,0,1,0,0,0,78,298,383,383,false
    3,0,1,4,26,68,0,0,0,0,0,0,9,32,26,26,false
    9,0,10,0,61,141,0,0,0,0,0,0,15,65,61,61,false
    2,0,2,0,8,46,0,0,0,0,0,0,3,34,8,8,false
    19,0,4,0,104,194,0,0,0,0,2,0,15,74,104,104,false
    16,0,4,0,133,212,0,0,0,0,0,0,28,49,130,130,true
    1,0,2,0,23,68,0,0,1,1,0,0,7,37,23,23,false
    5,0,6,0,58,135,0,0,1,0,0,0,12,64,58,58,false
    1,0,5,0,19,80,0,0,1,0,0,0,8,46,15,15,false
    5,0,3,0,46,94,0,0,1,0,0,0,9,38,46,46,false
    11,0,6,0,46,145,0,0,0,1,0,0,11,87,46,46,true
    15,0,7,0,95,204,0,0,0,0,0,0,24,84,95,95,true
    2,0,3,0,15,63,0,0,0,0,0,0,6,41,15,15,true
    55,0,16,0,313,668,0,1,0,0,0,0,66,288,313,313,true
    5,0,6,0,38,124,0,0,0,0,0,0,13,72,38,38,true
    44,0,12,0,237,467,0,2,0,0,0,2,49,180,237,237,true
    12,0,9,0,58,193,0,0,0,0,0,0,19,115,58,58,true
    2,0,6,0,29,121,0,0,0,0,0,0,11,80,29,29,true
    1,0,2,0,8,45,0,0,0,0,0,0,4,32,8,8,true
    4,0,5,0,28,97,0,0,0,0,0,0,10,58,28,28,true
    1,0,2,0,4,36,0,0,0,1,0,0,2,29,4,4,false
    1,0,2,0,4,36,0,0,0,1,0,0,2,29,4,4,false
    1,0,2,0,4,37,0,0,0,1,0,0,2,30,4,4,false
    1,0,5,0,8,74,0,0,0,1,0,0,6,59,8,8,false
    1,0,7,0,9,88,0,0,0,1,0,0,8,70,9,9,false
    1,0,1,0,4,36,0,0,0,1,0,0,3,28,4,4,false
    1,0,2,0,4,36,0,0,0,1,0,0,2,29,4,4,false
    1,0,5,0,7,58,0,0,0,1,0,0,6,44,7,7,false
    1,0,2,0,5,37,0,0,0,1,0,0,4,27,5,5,false
    10,0,7,0,69,168,1,1,0,0,0,1,23,75,69,69,false
    31,0,11,1,214,425,1,2,0,0,0,2,40,170,214,214,true
    1,0,4,0,14,61,0,0,0,0,0,0,6,40,14,14,true
    4,0,7,0,37,162,1,0,0,1,0,0,17,107,37,37,true
    3,0,3,0,22,77,0,0,0,0,0,0,8,46,22,22,true
    21,0,9,0,139,310,0,0,0,0,0,0,37,133,139,139,true
    3,0,4,0,23,86,0,0,0,0,0,0,10,52,23,23,true
    20,0,10,0,124,280,0,1,0,0,0,1,36,119,124,124,true
    1,0,2,0,4,37,0,0,0,1,0,0,3,29,4,4,false
    1,0,2,0,4,38,0,0,0,1,0,0,3,30,4,4,false
    6,0,15,1,71,211,0,0,0,1,0,0,20,119,71,71,true
    134,0,25,0,771,1396,0,0,0,0,0,0,117,507,771,771,true
    1,0,5,0,12,130,0,0,0,1,0,0,7,110,12,12,false
    1,0,3,0,5,52,0,0,0,1,0,0,3,43,5,5,false
    1,0,3,0,9,104,0,0,0,1,0,0,5,89,9,9,false
    1,0,24,0,53,674,0,0,0,1,0,0,35,585,53,53,true
    1,0,2,0,4,39,0,0,0,1,0,0,2,32,4,4,false
    1,0,13,0,22,243,0,0,0,1,0,0,16,204,22,22,false
    1,0,2,0,17,55,0,0,0,8,0,0,5,32,17,17,false
    7,0,4,0,43,141,0,0,0,1,0,0,9,88,43,43,true
    3,0,9,0,38,131,0,0,1,0,0,0,15,77,38,38,true
    3,0,5,0,35,197,0,0,0,0,0,0,22,139,35,35,true
    36,0,17,0,213,379,0,0,0,0,0,0,29,136,213,213,true
    1,0,3,0,10,39,0,0,0,1,0,0,4,24,10,10,false
    3,0,5,0,20,91,0,0,0,0,0,0,6,64,20,20,true
    33,0,14,0,118,351,0,0,0,0,0,0,30,202,118,118,true
    1,0,3,0,15,75,0,0,0,1,0,0,8,51,15,15,false
    12,0,10,0,72,145,0,0,0,0,0,0,14,58,72,72,true
    6,0,7,0,54,255,0,0,0,0,0,0,15,185,54,54,true
    1,0,2,0,16,67,0,0,0,2,0,0,7,43,16,16,false
    6,0,4,0,47,109,0,0,0,0,0,0,8,53,47,47,true
    1,0,2,0,5,40,0,0,0,1,0,0,3,31,5,5,false
    2,0,7,0,31,116,1,2,1,0,0,1,11,73,31,31,false
    5,0,1,3,36,61,0,0,0,0,0,0,9,15,36,36,true
    1,0,0,2,9,24,0,0,1,0,0,0,4,10,9,9,false
    4,0,7,0,28,106,0,0,0,0,0,0,2,75,28,28,true
    1,0,0,0,10,44,0,0,0,0,0,0,4,29,10,10,true
    9,0,0,3,46,69,0,0,1,0,0,0,10,12,46,46,false
    14,0,0,4,65,87,0,0,0,0,0,0,11,10,65,65,true
    2,0,9,0,39,96,0,0,1,0,0,0,12,44,39,39,true
    3,0,0,3,20,37,0,0,0,1,0,0,5,11,20,20,false
    1,0,0,4,22,40,0,0,1,0,0,0,7,10,22,22,true
    1,0,2,5,26,54,0,0,0,0,0,0,11,16,26,26,true
    1,0,2,3,24,51,0,0,1,0,0,0,9,17,24,24,true
    13,0,1,3,103,131,0,0,1,0,2,0,13,14,103,103,true
    1,0,1,2,12,33,0,0,1,0,0,0,5,16,12,12,false
    1,0,0,3,15,32,0,0,1,0,0,0,6,10,15,15,true
    1,0,0,2,9,24,0,0,1,0,0,0,4,10,9,9,false
    7,0,0,7,42,66,1,0,1,0,0,0,13,10,42,42,true
    1,0,0,0,23,43,0,0,1,1,0,0,7,12,23,23,false
    6,0,0,11,72,99,1,2,1,4,0,1,16,10,72,72,true
    2,0,0,3,26,44,0,0,0,0,0,0,7,10,26,26,true
    2,0,1,4,31,56,0,0,0,1,0,0,10,14,31,31,true
    10,0,1,3,60,85,0,0,0,0,1,0,10,14,60,60,true
    19,0,0,1,110,147,1,0,0,10,0,0,15,21,110,110,true
    17,0,0,4,138,189,1,4,0,6,0,4,19,31,138,138,true
    2,0,0,3,23,40,0,0,0,0,0,0,6,10,23,23,true
    10,0,5,0,44,132,0,5,0,0,0,5,15,72,44,44,true
    1,0,2,0,6,39,0,0,0,1,0,0,6,26,6,6,false
    1,0,2,0,5,34,0,0,0,1,0,0,3,25,5,5,false
    1,0,2,0,5,42,0,0,0,1,0,0,5,31,5,5,false
    1,0,20,0,28,213,0,0,0,1,0,0,23,161,28,28,false
    1,0,11,0,14,102,0,0,0,1,0,0,12,75,14,14,false
    1,0,10,0,15,160,0,0,0,1,0,0,13,131,15,15,false
    1,0,1,0,5,34,0,0,0,1,0,0,3,25,5,5,false
    1,0,4,0,8,58,0,0,0,1,0,0,9,40,8,8,false
    1,0,4,0,7,57,0,0,0,1,0,0,5,44,7,7,false
    1,0,2,0,4,41,0,0,0,1,0,0,2,34,4,4,false
    1,0,5,0,9,61,0,0,0,0,0,0,7,44,9,9,true
    1,0,6,0,11,104,0,0,0,1,0,0,10,82,11,11,true
    8,0,2,0,49,93,0,2,0,0,0,0,15,28,49,49,false
    24,0,3,0,231,307,0,0,1,0,0,0,34,41,231,231,false
    1,0,3,0,9,54,0,0,0,1,0,0,5,39,9,9,false
    4,0,3,1,45,86,0,0,1,0,0,0,13,27,45,45,false
    8,0,3,0,84,148,0,0,0,0,1,0,20,43,84,84,false
    10,0,0,0,85,181,1,0,1,2,0,0,23,72,85,85,true
    12,0,0,0,90,188,1,0,1,2,0,0,24,73,90,90,false
    55,0,5,0,308,557,0,4,1,0,0,4,57,191,308,308,true
    1,0,0,0,26,48,0,0,0,0,0,0,6,16,26,26,true
    11,0,18,4,125,268,1,1,0,5,0,1,40,102,125,125,true
    80,0,8,1,379,575,1,15,1,4,0,10,76,119,379,379,true
    1,0,3,0,12,48,0,0,1,0,0,0,5,30,12,12,true
    44,0,19,5,294,519,1,4,1,2,1,4,79,145,294,294,true
    62,0,7,1,335,541,1,10,0,1,0,10,68,137,335,335,true
    67,0,16,1,454,588,0,11,1,3,0,10,63,70,454,454,true
    1,0,1,1,4,22,0,0,0,1,0,0,3,14,4,4,false
    1,0,1,1,4,25,0,0,0,1,0,0,3,17,4,4,false
    10,0,4,21,122,174,1,0,0,0,0,0,28,23,122,122,false
    3,0,5,20,97,149,1,0,1,0,0,0,26,25,97,97,false
    4,0,0,0,40,74,1,0,0,0,0,0,6,27,40,40,false
    58,0,0,0,605,923,0,3,0,0,0,3,96,221,605,605,false
    30,0,12,2,260,390,0,1,0,1,0,1,33,96,260,260,false
    1,0,0,0,13,38,0,0,1,0,0,0,5,19,13,13,false
    18,0,0,0,163,265,0,3,0,0,0,3,32,69,163,163,false
    40,0,12,3,285,436,0,3,0,2,0,3,29,121,285,285,false
    1,0,0,3,55,83,1,0,0,0,0,0,11,16,55,55,false
    2,0,7,1,33,77,0,0,0,1,0,0,12,31,33,33,false
    27,0,13,4,239,464,1,1,0,2,0,1,33,191,239,239,false
    1,0,0,3,47,75,1,0,0,0,0,0,11,16,47,47,false
    3,0,0,6,39,61,0,0,1,0,0,0,11,10,39,39,false
    4,0,0,8,38,60,0,0,1,0,0,0,11,10,38,38,false
    5,0,6,3,70,151,0,0,0,1,0,0,20,60,70,70,false
    65,0,12,2,432,616,1,24,1,7,0,24,38,145,432,432,false
    8,0,1,1,50,82,1,1,0,0,0,1,2,29,50,50,false
    1,0,0,0,8,51,0,0,0,1,0,0,3,39,8,8,false
    25,0,1,11,174,215,0,3,0,0,0,3,20,20,174,174,false
    34,0,4,8,214,295,0,6,0,2,1,6,24,56,214,214,false
    40,0,11,4,285,492,0,7,1,16,0,7,39,167,285,285,false
    6,0,1,1,60,97,0,1,0,3,0,1,7,29,60,60,false
    1,0,0,1,112,135,1,0,0,0,0,0,8,14,112,112,false
    7,0,3,0,32,76,1,2,0,0,0,2,3,40,32,32,false
    69,0,0,0,415,590,0,2,0,0,1,1,57,117,415,415,true
    2,0,6,0,73,348,0,0,0,12,0,0,32,242,73,73,false
    3,0,20,0,76,331,0,0,0,1,0,0,32,222,76,76,false
    68,0,5,0,332,557,0,0,0,1,0,0,56,168,332,332,false
    41,0,6,0,226,365,0,0,0,1,0,0,36,102,226,226,false
    15,0,3,0,87,187,1,0,0,0,0,0,25,74,87,87,false
    4,0,2,0,48,121,0,0,0,5,0,0,14,58,48,48,false
    1,0,2,0,4,29,0,0,0,1,0,0,1,23,4,4,false
    1,0,3,0,7,40,0,0,0,1,0,0,3,29,7,7,false
    4,0,4,0,54,126,0,0,1,0,0,0,12,59,54,54,false
    1,0,2,0,6,24,0,0,1,0,0,0,1,16,6,6,false
    24,0,0,0,145,233,0,1,0,0,1,1,14,73,145,145,true
    21,0,11,6,117,224,0,2,0,0,0,2,26,80,117,117,false
    130,0,5,8,623,929,0,21,1,6,1,16,67,238,623,623,true
    1,0,2,0,87,181,0,0,0,1,0,0,26,67,87,87,false
    32,0,7,7,194,317,0,3,1,4,1,3,27,95,194,194,true
    4,0,6,0,42,91,0,1,0,0,0,0,12,36,42,42,false
    29,0,5,0,91,177,0,0,1,0,0,0,17,68,91,91,false
    101,0,21,1,377,544,0,8,0,0,0,8,39,127,377,377,false
    22,0,3,0,110,184,0,1,0,0,1,1,15,58,110,110,false
    7,0,3,8,58,96,0,4,1,0,0,2,13,25,58,58,false
    17,0,5,3,91,156,0,0,1,0,0,0,15,49,91,91,false
    27,0,13,11,203,385,0,0,0,2,0,0,39,142,203,203,false
    20,0,2,5,109,159,0,1,0,0,0,1,17,32,109,109,false
    1,0,4,0,51,92,0,0,0,6,0,0,13,27,51,51,false
    19,0,1,3,132,192,1,6,0,0,0,6,23,36,132,132,true
    21,0,2,12,133,251,0,2,0,18,0,2,34,83,133,133,false
