@RELATION BugPrediction-unified-class.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE numberOfVersionsUntil NUMERIC
    @ATTRIBUTE numberOfFixesUntil NUMERIC
    @ATTRIBUTE numberOfRefactoringsUntil NUMERIC
    @ATTRIBUTE numberOfAuthorsUntil NUMERIC
    @ATTRIBUTE linesAddedUntil NUMERIC
    @ATTRIBUTE maxLinesAddedUntil NUMERIC
    @ATTRIBUTE avgLinesAddedUntil NUMERIC
    @ATTRIBUTE linesRemovedUntil NUMERIC
    @ATTRIBUTE maxLinesRemovedUntil NUMERIC
    @ATTRIBUTE avgLinesRemovedUntil NUMERIC
    @ATTRIBUTE codeChurnUntil NUMERIC
    @ATTRIBUTE maxCodeChurnUntil NUMERIC
    @ATTRIBUTE avgCodeChurnUntil NUMERIC
    @ATTRIBUTE ageWithRespectTo NUMERIC
    @ATTRIBUTE weightedAgeWithRespectTo NUMERIC
    @ATTRIBUTE cbo NUMERIC
    @ATTRIBUTE dit NUMERIC
    @ATTRIBUTE fanIn NUMERIC
    @ATTRIBUTE fanOut NUMERIC
    @ATTRIBUTE lcom NUMERIC
    @ATTRIBUTE noc NUMERIC
    @ATTRIBUTE numberOfAttributes NUMERIC
    @ATTRIBUTE numberOfAttributesInherited NUMERIC
    @ATTRIBUTE numberOfLinesOfCode NUMERIC
    @ATTRIBUTE numberOfMethods NUMERIC
    @ATTRIBUTE numberOfMethodsInherited NUMERIC
    @ATTRIBUTE numberOfPrivateAttributes NUMERIC
    @ATTRIBUTE numberOfPrivateMethods NUMERIC
    @ATTRIBUTE numberOfPublicAttributes NUMERIC
    @ATTRIBUTE numberOfPublicMethods NUMERIC
    @ATTRIBUTE rfc NUMERIC
    @ATTRIBUTE wmc NUMERIC
    @ATTRIBUTE CvsEntropy NUMERIC
    @ATTRIBUTE CvsWEntropy NUMERIC
    @ATTRIBUTE CvsLinEntropy NUMERIC
    @ATTRIBUTE CvsLogEntropy NUMERIC
    @ATTRIBUTE CvsExpEntropy NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0,0,0,0,0,0,0,0,3,2,2,6,4,13,5,1,5,1,0.79798,79,76,4,0,0.79798,79,0,0,8,9,0,20,85,1,0,1,0,4,0,3,0,4,9,0,3,0,20,85,1,0,1,0,4,0,3,0,4,9,0,3,0,12,2,0,5,228.0,53.0,19.0,162.0,35.0,13.5,66.0,40.0,5.5,193.571,4.72807,1,1,1,1,6,1,1,0,20.0,4.0,8,0,0,1.0,3,5.0,6.0,2.96868,0.00114952,0.0034669,0.0667091,6.29834e-5,false
    0,0,0,0,0,0,0,0,1,3,3,44,13,2,2,8,19,1,0.268908,32,30,10,0,0.268908,32,1,1,0,0,1,87,129,2,0,1,0,11,0,9,0,181,31,0,179,0,87,129,2,0,1,0,11,0,9,0,181,31,0,179,0,23,7,0,8,214.0,99.0,9.30435,133.0,99.0,5.78261,81.0,21.0,3.52174,332.0,76.0494,3,2,1,2,3,0,1,0,62.0,3.0,13,1,1,0.0,1,14.0,8.0,6.89725,0.00684106,0.00994651,0.162417,0.00106831,false
    0,0,0,0,0,0,0,0,168,0,0,170,84,99,99,0,170,1,0.819485,1943,1857,171,0,0.819485,1943,0,0,14,17,0,428,2470,1,0,1,0,170,0,170,0,170,85,0,170,0,428,2470,1,0,1,0,170,0,170,0,170,85,0,170,0,35,7,0,9,5188.0,1713.0,148.229,939.0,434.0,26.8286,4249.0,1511.0,121.4,333.143,105.181,2,1,2,0,10,6,1,0,15.0,5.0,8,1,0,0.0,5,5.0,5.0,7.97103,0.0153458,0.0148224,0.198091,0.00942904,false
    0.395455,2,5,2,0.1,0.328358,23,22,6,2,2,20,11,26,71,11,27,1,0.702222,158,155,10,0,0.702222,158,2,2,3,3,1,67,230,107,18,2,3,16,0,9,1,92,29,87,42,9,67,230,107,18,2,3,16,0,9,1,92,29,87,42,9,22,4,0,4,555.0,179.0,25.2273,64.0,12.0,2.90909,491.0,179.0,22.3182,226.0,5.52844,18,3,11,7,120,3,2,97,61.0,16.0,84,0,0,2.0,9,35.0,17.0,4.13346,0.0018932,0.00689741,0.099748,0.00438788,false
    0.494318,2,5,2,0.146497,0.392857,23,22,8,2,2,16,12,22,40,9,22,1,0.641026,100,98,10,0,0.641026,100,2,3,3,3,2,56,157,103,13,1,2,13,0,9,1,78,24,87,39,7,56,157,103,13,1,2,13,0,9,1,78,24,87,39,7,21,4,0,7,409.0,125.0,19.4762,49.0,9.0,2.33333,360.0,125.0,17.1429,226.0,9.16242,11,3,5,6,78,3,1,95,53.0,13.0,75,0,0,1.0,9,25.0,15.0,7.93371,0.00471058,0.0110481,0.185294,0.00103335,false
    0,0,0,0,0,0,0,0,2,2,2,63,31,8,1,32,48,0.133333,0.0731707,15,7,2,13,0.0731707,15,2,2,0,0,1,190,217,10,10,4,10,16,0,14,0,17,145,6,15,0,190,217,10,10,4,10,16,0,14,0,17,145,6,15,0,10,5,0,4,124.0,76.0,12.4,34.0,18.0,3.4,90.0,58.0,9.0,122.714,90.1463,24,2,1,23,120,0,4,6,190.0,16.0,24,3,1,0.0,14,100.0,63.0,10.0587,0.0415666,0.206383,8.30299,0.434808,true
    0.20197,5,21,5,0.132743,0.247788,30,28,5,2,2,26,14,20,1,31,48,1,0.515021,120,115,2,0,0.515021,120,3,3,0,0,1,113,226,112,18,5,1,17,4,1,0,97,44,91,43,9,113,226,112,18,5,1,17,4,1,0,97,44,91,43,9,27,5,0,5,629.0,146.0,23.2963,80.0,12.0,2.96296,549.0,146.0,20.3333,226.0,3.16489,7,4,1,7,136,0,5,99,98.0,17.0,100,1,0,0.0,1,57.0,26.0,6.84846,0.00360045,0.151789,8.10896,0.231177,false
    0.29918,13,76,14,0.185676,0.356383,70,67,6,2,2,43,16,21,15,33,54,1,0.495979,185,174,9,0,0.495979,185,2,2,0,0,1,188,377,114,18,9,4,21,5,8,3,88,88,92,41,11,188,377,114,18,9,4,21,5,8,3,88,88,92,41,11,33,8,0,5,956.0,256.0,28.9697,112.0,13.0,3.39394,844.0,256.0,25.5758,226.0,2.54752,9,3,2,8,210,0,9,97,170.0,21.0,84,4,0,0.0,8,88.0,43.0,6.84846,0.00402638,0.151789,8.10896,0.231177,false
    0,0,0,0,0,0,0,0,4,1,1,14,8,19,11,13,25,1,0.6125,98,93,4,0,0.6125,98,1,1,0,0,1,62,159,105,11,3,1,12,1,3,0,66,20,88,29,6,62,159,105,11,3,1,12,1,3,0,66,20,88,29,6,27,8,0,8,168.0,57.0,6.22222,46.0,6.0,1.7037,122.0,53.0,4.51852,328.143,102.19,6,2,4,3,66,0,3,95,53.0,12.0,68,2,0,0.0,3,30.0,14.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.340961,7,36,10,0.1893,0.37069,46,43,3,2,2,27,7,11,4,16,30,1,0.508475,120,109,6,0,0.508475,120,2,2,0,0,1,116,243,107,13,5,3,14,2,5,2,73,54,89,35,8,116,243,107,13,5,3,14,2,5,2,73,54,89,35,8,36,13,0,7,482.0,175.0,13.3889,288.0,175.0,8.0,194.0,76.0,5.38889,333.143,72.0033,4,3,1,3,91,0,5,95,109.0,14.0,73,3,0,0.0,5,51.0,27.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.196653,5,20,5,0.110701,0.227642,30,28,3,2,2,27,11,11,4,23,39,1,0.565371,160,149,7,0,0.565371,160,2,2,0,0,1,123,271,109,13,7,3,16,3,6,2,75,53,90,36,8,123,271,109,13,7,3,16,3,6,2,75,53,90,36,8,45,13,0,9,583.0,204.0,12.9556,349.0,204.0,7.75556,234.0,94.0,5.2,333.143,75.7047,6,3,1,6,120,0,7,95,110.0,16.0,73,4,0,0.0,6,59.0,27.0,9.64599,0.00543572,0.157858,8.18241,0.233287,false
    0,0,0,0,0,0,0,0,3,1,1,13,7,13,6,11,22,1,0.569231,74,71,3,0,0.569231,74,2,2,0,0,1,56,133,105,11,3,1,11,1,2,0,70,19,88,32,6,56,133,105,11,3,1,11,1,2,0,70,19,88,32,6,27,9,0,7,265.0,104.0,9.81481,149.0,104.0,5.51852,116.0,53.0,4.2963,333.143,73.7757,4,3,2,2,55,0,3,95,45.0,11.0,73,2,0,0.0,2,27.0,13.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.235988,5,15,5,0.118483,0.239583,25,23,3,2,2,23,7,16,22,17,31,1,0.538462,112,107,6,0,0.538462,112,2,2,0,0,1,96,211,105,14,3,4,14,1,5,1,76,44,88,38,7,96,211,105,14,3,4,14,1,5,1,76,44,88,38,7,39,14,0,7,400.0,171.0,10.2564,255.0,171.0,6.53846,145.0,60.0,3.71795,333.143,66.5168,9,3,5,4,91,0,3,95,87.0,14.0,76,2,0,0.0,5,45.0,23.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.244332,6,24,6,0.132479,0.271028,31,29,3,2,2,24,8,11,4,18,32,1,0.526549,119,111,6,0,0.526549,119,2,2,0,0,1,107,234,108,14,5,3,14,2,5,2,73,47,89,33,9,107,234,108,14,5,3,14,2,5,2,73,47,89,33,9,38,13,0,7,453.0,172.0,11.9211,269.0,172.0,7.07895,184.0,77.0,4.84211,333.143,69.9451,5,3,1,4,91,0,5,95,98.0,14.0,73,3,0,0.0,5,49.0,24.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.268437,8,42,12,0.141119,0.282723,58,54,3,2,2,33,9,11,6,19,36,1,0.492908,139,127,8,0,0.528395,214,2,2,0,0,1,143,312,109,14,7,4,17,3,7,3,76,67,90,37,9,191,411,123,14,21,4,20,15,9,3,79,70,102,39,9,39,15,0,7,701.0,321.0,17.9744,460.0,321.0,11.7949,241.0,100.0,6.17949,333.143,63.1528,4,3,1,3,136,0,7,95,132.0,17.0,73,4,0,0.0,7,62.0,33.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.0501742,1,8,2,0.08,0.0940171,22,22,1,6,4,91,15,3,3,20,30,1,0.116981,31,30,1,0,0.116981,31,0,0,0,0,0,234,275,0,0,0,0,10,0,0,0,10,122,0,0,0,234,275,0,0,0,0,10,0,0,0,10,122,0,0,0,31,19,0,6,515.0,95.0,16.6129,374.0,92.0,12.0645,141.0,41.0,4.54839,193.0,33.0488,1,1,1,0,0,0,0,0,3.0,1.0,8,0,0,0.0,0,3.0,1.0,18.3087,0.0566829,0.14051,8.3227,0.165048,false
    0,0,0,0,0,0,0,0,41,0,0,53,45,40,96,0,53,1,0.831364,774,770,3,0,0.831364,774,0,0,1,1,0,157,971,0,11,0,11,53,0,2,0,53,49,0,2,0,157,971,0,11,0,11,53,0,2,0,53,49,0,2,0,63,23,0,10,2035.0,467.0,32.3016,1133.0,467.0,17.9841,902.0,139.0,14.3175,333.143,107.323,26,1,26,0,595,1,0,0,105.0,35.0,8,0,0,0.0,2,35.0,35.0,14.6512,0.122787,0.149425,8.27325,0.213496,false
    0,0,0,0,0,0,0,0,3,1,1,13,7,31,21,13,24,1,0.57971,80,77,3,0,0.57971,80,2,2,0,0,1,58,141,106,12,3,1,11,1,2,0,70,20,88,30,7,58,141,106,12,3,1,11,1,2,0,70,20,88,30,7,29,9,0,7,276.0,113.0,9.51724,162.0,113.0,5.58621,114.0,52.0,3.93103,333.143,71.3131,15,3,12,3,55,0,3,95,47.0,11.0,73,2,0,0.0,2,29.0,13.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0,0,0,0,0,0,0,0,5,0,0,9,5,10,2,8,17,1,0.634615,66,65,2,0,0.634615,66,2,2,0,0,1,38,95,104,12,1,1,9,0,1,0,70,12,87,32,7,38,95,104,12,1,1,9,0,1,0,70,12,87,32,7,21,7,0,5,103.0,37.0,4.90476,24.0,4.0,1.14286,79.0,37.0,3.7619,229.714,16.3523,4,3,2,2,36,0,1,95,31.0,9.0,75,1,0,0.0,1,19.0,9.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.236434,1,4,1,0.0844444,0.189189,19,14,5,3,3,22,10,25,106,13,29,1,0.704,176,165,8,0,0.704,176,1,1,6,9,1,74,225,105,15,3,4,16,0,7,2,76,34,87,33,8,74,225,105,15,3,4,16,0,7,2,76,34,87,33,8,40,7,0,7,624.0,92.0,15.6,271.0,89.0,6.775,353.0,74.0,8.825,333.143,96.3013,17,2,10,7,120,6,3,95,74.0,16.0,68,1,0,2.0,7,38.0,19.0,2.96868,0.0025125,0.0034669,0.0667091,6.29834e-5,false
    0.164021,2,6,2,0.0805369,0.177419,12,11,5,2,2,14,6,11,6,10,22,1,0.575342,84,81,4,0,0.575342,84,2,2,0,0,1,62,149,105,11,3,1,12,1,3,1,71,23,88,33,7,62,149,105,11,3,1,12,1,3,1,71,23,88,33,7,28,9,0,7,287.0,113.0,10.25,155.0,113.0,5.53571,132.0,61.0,4.71429,333.143,73.4545,2,3,1,1,66,0,3,95,52.0,12.0,73,2,0,0.0,3,28.0,14.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.136364,2,6,2,0.075,0.15942,12,11,3,2,2,16,7,11,4,15,27,1,0.557692,87,84,4,0,0.557692,87,2,2,0,0,1,69,160,106,13,3,2,12,1,3,1,71,27,88,31,8,69,160,106,13,3,2,12,1,3,1,71,27,88,31,8,34,12,0,7,316.0,123.0,9.29412,181.0,123.0,5.32353,135.0,60.0,3.97059,333.143,70.9878,4,3,1,3,66,0,3,95,59.0,12.0,73,2,0,0.0,3,35.0,16.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.346939,9,33,9,0.194093,0.37069,46,43,3,2,2,27,9,10,4,17,31,1,0.495652,114,106,6,0,0.495652,114,2,2,0,0,1,116,237,107,13,5,3,14,2,5,2,73,54,89,35,8,116,237,107,13,5,3,14,2,5,2,73,54,89,35,8,36,13,0,7,474.0,172.0,13.1667,288.0,172.0,8.0,186.0,72.0,5.16667,333.143,72.5286,4,3,1,4,91,0,5,95,106.0,14.0,73,3,0,0.0,5,51.0,27.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.340183,7,36,10,0.191667,0.367521,46,43,3,2,2,27,7,10,4,19,33,1,0.497854,116,108,6,0,0.497854,116,1,1,0,0,1,117,240,107,13,5,3,14,2,5,2,68,54,89,31,8,117,240,107,13,5,3,14,2,5,2,68,54,89,31,8,39,14,0,7,487.0,173.0,12.4872,297.0,173.0,7.61538,190.0,74.0,4.87179,333.143,72.7413,5,2,1,4,91,0,5,95,107.0,14.0,68,3,0,0.0,5,53.0,27.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.310345,25,295,34,0.243767,0.38326,88,87,4,7,7,59,10,11,4,17,32,1,0.397878,150,116,6,0,0.397878,150,2,2,0,0,1,227,361,105,12,3,2,15,1,5,2,74,133,88,35,8,227,361,105,12,3,2,15,1,5,2,74,133,88,35,8,49,13,0,8,785.0,308.0,16.0204,525.0,308.0,10.7143,260.0,61.0,5.30612,333.143,67.7934,7,3,1,6,105,0,3,95,220.0,15.0,73,2,0,0.0,5,85.0,57.0,14.7589,0.0284261,0.166418,8.30467,0.244005,true
    0,0,0,0,0,0,0,0,1,1,1,4,1,41,3,1,4,1,0.777778,63,63,3,0,0.777778,63,1,1,0,0,1,18,77,4,3,2,1,3,0,2,0,10,7,0,8,0,18,77,4,3,2,1,3,0,2,0,10,7,0,8,0,9,5,0,4,11.0,5.0,1.22222,10.0,5.0,1.11111,1.0,1.0,0.111111,224.857,86.3117,4,2,3,1,3,0,2,0,14.0,3.0,15,0,0,2.0,2,4.0,4.0,6.70304,0.00406141,0.152618,8.10942,0.231938,false
    0,0,0,0,0,0,0,0,1,1,1,6,2,73,4,1,5,1,0.755319,71,71,4,0,0.755319,71,1,1,0,0,1,23,91,5,3,3,1,4,0,3,0,11,9,0,9,0,23,91,5,3,3,1,4,0,3,0,11,9,0,9,0,9,5,0,4,12.0,4.0,1.33333,11.0,4.0,1.22222,1.0,1.0,0.111111,224.857,76.9405,6,2,4,2,6,0,3,0,18.0,4.0,15,2,0,1.0,3,6.0,6.0,6.70304,0.00381663,0.152618,8.10942,0.231938,false
    0.301848,14,84,18,0.172414,0.365957,90,86,3,2,2,54,15,14,7,28,52,1,0.560748,300,281,13,0,0.560748,300,2,2,0,0,1,235,522,116,15,14,5,24,6,12,4,83,106,93,42,10,235,522,116,15,14,5,24,6,12,4,83,106,93,42,10,66,16,0,9,1416.0,249.0,21.4545,763.0,249.0,11.5606,653.0,147.0,9.89394,333.143,87.7899,8,3,2,7,276,0,14,95,208.0,24.0,73,8,0,0.0,12,104.0,54.0,9.64335,0.00779499,0.155266,8.17266,0.231277,false
    0,0,0,0,0,0,0,0,4,0,0,7,5,6,9,2,9,1,0.770642,84,82,6,0,0.770642,84,1,1,3,3,1,25,100,103,12,1,1,7,0,5,1,67,8,87,31,7,25,100,103,12,1,1,7,0,5,1,67,8,87,31,7,9,4,0,3,20.0,4.0,2.22222,16.0,4.0,1.77778,4.0,2.0,0.444444,229.714,26.3143,5,2,4,1,21,3,1,95,24.0,7.0,68,1,0,0.0,5,8.0,7.0,4.07501,0.00220824,0.0062193,0.097153,0.00103086,false
    0.0999306,4,15,5,0.0437376,0.11976,44,40,5,3,3,101,17,75,60,36,74,1,0.657787,642,596,23,0,0.657787,642,1,1,0,0,1,334,1006,118,23,16,13,38,3,22,5,92,186,90,48,11,334,1006,118,23,16,13,38,3,22,5,92,186,90,48,11,120,31,0,12,3335.0,544.0,27.7917,2024.0,588.0,16.8667,1311.0,125.0,10.925,333.143,131.366,23,2,15,9,666,0,16,95,344.0,37.0,68,12,0,1.0,21,120.0,100.0,21.3966,0.225936,0.175902,8.46243,0.238125,false
    0.0210012,3,7,3,0.0419501,0.0331325,37,22,2,8,6,129,66,2,4,84,109,0.428571,0.234069,191,75,6,8,0.228804,197,2,3,0,0,1,625,841,33,4,5,3,25,0,13,0,49,407,27,29,1,664,882,37,4,8,3,31,2,19,0,59,425,29,38,1,155,33,0,12,3557.0,272.0,22.9484,2821.0,285.0,18.2,736.0,156.0,4.74839,333.143,123.398,29,2,2,28,120,0,5,28,282.0,16.0,25,1,3,4.0,7,106.0,60.0,29.1299,0.13892,0.209644,8.70001,0.347551,false
    0.431703,10,63,16,0.250814,0.467532,77,72,3,2,2,35,7,10,4,16,32,1,0.481481,143,133,8,0,0.481481,143,2,2,0,0,1,154,307,109,14,7,4,16,3,7,3,75,74,90,37,9,154,307,109,14,7,4,16,3,7,3,75,74,90,37,9,36,13,0,7,614.0,220.0,17.0556,384.0,220.0,10.6667,230.0,86.0,6.38889,333.143,71.7064,4,3,1,3,120,0,7,95,141.0,16.0,73,4,0,0.0,7,65.0,35.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.0703125,1,3,1,0.0458716,0.0957447,10,9,3,2,2,23,9,13,4,16,29,1,0.564815,122,116,5,0,0.564815,122,2,2,0,0,1,94,218,109,12,6,1,13,2,4,0,72,34,89,32,7,94,218,109,12,6,1,13,2,4,0,72,34,89,32,7,35,8,0,7,514.0,124.0,14.6857,235.0,124.0,6.71429,279.0,76.0,7.97143,333.143,85.9722,4,3,1,4,78,0,6,95,76.0,13.0,73,4,0,0.0,4,39.0,23.0,6.84846,0.00428194,0.151789,8.10896,0.231177,false
    0.1375,2,6,2,0.075,0.15942,12,11,3,2,2,16,7,11,4,15,27,1,0.557692,87,84,4,0,0.557692,87,2,2,0,0,1,69,160,106,13,3,2,12,1,3,1,71,27,88,31,8,69,160,106,13,3,2,12,1,3,1,71,27,88,31,8,34,12,0,7,314.0,123.0,9.23529,179.0,123.0,5.26471,135.0,60.0,3.97059,333.143,70.7502,4,3,1,3,66,0,3,95,59.0,12.0,73,2,0,0.0,3,35.0,16.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0,0,0,0,0,0,0,0,2,1,1,169,84,3,3,3,171,0.0299401,0.0230326,12,10,5,162,0.0230326,12,1,1,2,2,1,509,549,1,0,0,0,168,0,166,0,338,170,0,336,0,509,549,1,0,0,0,168,0,166,0,338,170,0,336,0,9,2,0,5,373.0,341.0,41.4444,265.0,259.0,29.4444,108.0,82.0,12.0,224.143,159.199,0,2,0,0,10,2,0,0,15.0,5.0,13,0,0,0.0,3,7.0,5.0,7.76307,0.123284,0.0169774,0.201121,0.0158315,false
    0.202444,11,136,35,0.191844,0.222222,334,316,1,21,10,473,113,8,8,76,134,0.666667,0.172049,293,198,2,1,0.17613,304,1,1,0,0,1,1410,1718,7,26,7,15,58,0,2,0,111,955,0,4,0,1422,1741,9,26,9,15,60,0,3,0,113,958,0,5,0,189,86,0,12,6311.0,991.0,33.3915,4457.0,991.0,23.582,1854.0,123.0,9.80952,333.143,100.199,35,2,4,34,741,0,7,0,1106.0,39.0,43,1,1,6.0,2,369.0,331.0,31.5924,0.300283,0.222272,8.78286,0.364037,true
    0.159052,2,18,4,0.114332,0.147059,71,60,1,6,5,105,10,3,9,10,23,1,0.327451,167,117,5,0,0.308475,182,0,0,0,0,0,343,531,10,6,10,6,13,0,4,0,13,256,0,4,0,408,621,15,6,14,6,16,0,5,0,354,292,0,341,0,45,6,0,8,1727.0,444.0,38.3778,722.0,107.0,16.0444,1005.0,430.0,22.3333,229.0,25.5065,6,1,2,5,78,0,10,0,393.0,13.0,8,0,1,9.0,4,67.0,102.0,12.8915,0.050394,0.0251661,0.325267,0.0159743,false
    0,0,0,0,0,0,0,0,2,0,0,6,4,1,1,5,11,0.166667,0.115385,3,3,1,5,0.115385,3,3,3,0,0,1,23,30,13,11,1,3,6,0,5,0,26,8,6,20,0,23,30,13,11,1,3,6,0,5,0,26,8,6,20,0,3,2,0,2,24.0,18.0,8.0,97.0,87.0,32.3333,-73.0,8.0,-24.3333,122.714,57.3929,4,3,1,3,15,0,1,9,20.0,6.0,42,1,0,0.0,5,11.0,6.0,1.66466,0.0106826,0.00520412,0.0480311,0.00751851,false
    0.334081,7,36,10,0.186235,0.367521,46,43,3,2,2,27,9,12,4,19,33,1,0.5125,123,116,6,0,0.5125,123,2,2,0,0,1,117,247,108,14,5,3,14,2,5,2,73,55,89,33,9,117,247,108,14,5,3,14,2,5,2,73,55,89,33,9,42,13,0,7,501.0,172.0,11.9286,295.0,172.0,7.02381,206.0,74.0,4.90476,333.143,72.5395,6,3,1,5,91,0,5,95,106.0,14.0,73,3,0,0.0,5,53.0,27.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.0441129,1,10,2,0.0336134,0.0402685,24,24,1,4,4,174,21,1,2,48,67,0.5,0.149786,105,59,2,2,0.149786,105,2,2,0,0,1,596,714,138,4,2,0,19,0,3,1,51,389,88,4,1,596,714,138,4,2,0,19,0,3,1,51,389,88,4,1,48,6,0,7,900.0,257.0,18.75,407.0,47.0,8.47917,493.0,223.0,10.2708,229.0,47.8178,16,2,1,15,153,0,2,133,638.0,18.0,46,2,1,0.0,2,220.0,113.0,16.6898,0.0455188,0.0472177,0.440872,0.079908,true
    0,0,0,0,0,0,0,0,5,0,0,8,5,12,4,9,17,1,0.6,54,53,2,0,0.6,54,2,2,0,0,1,36,89,104,12,1,1,8,0,1,0,67,12,87,29,7,36,89,104,12,1,1,8,0,1,0,67,12,87,29,7,30,9,0,7,198.0,77.0,6.6,115.0,77.0,3.83333,83.0,36.0,2.76667,333.143,72.3867,5,3,3,2,28,0,1,95,29.0,8.0,73,1,0,0.0,1,18.0,8.0,7.95479,0.00397769,0.154542,8.1394,0.232145,false
    0.45799,11,55,14,0.247492,0.451613,74,70,3,2,2,35,10,9,4,23,39,1,0.469178,137,128,8,0,0.469178,137,2,2,0,0,1,155,299,110,15,7,4,16,3,7,3,75,76,90,35,10,155,299,110,15,7,4,16,3,7,3,75,76,90,35,10,35,8,0,6,957.0,285.0,27.3429,276.0,86.0,7.88571,681.0,285.0,19.4571,239.571,12.1797,7,3,1,7,120,0,7,95,141.0,16.0,73,4,0,0.0,7,70.0,35.0,6.84846,0.00470788,0.151789,8.10896,0.231177,false
    0.238924,10,46,10,0.146552,0.296296,51,48,4,2,2,36,15,18,8,33,54,1,0.530435,183,174,9,0,0.530435,183,2,2,0,0,1,162,348,114,17,9,3,21,5,8,2,88,69,92,41,10,162,348,114,17,9,3,21,5,8,2,88,69,92,41,10,39,10,0,7,984.0,257.0,25.2308,197.0,49.0,5.05128,787.0,257.0,20.1795,239.571,16.3291,8,3,1,8,210,0,9,97,141.0,21.0,84,4,0,0.0,8,78.0,36.0,8.43242,0.0124956,0.153579,8.14429,0.231202,false
    0.18315,7,33,7,0.123711,0.237762,36,34,7,2,2,30,14,19,7,31,50,1,0.510274,149,142,4,0,0.510274,149,3,3,0,0,1,143,291,116,18,9,1,19,6,3,0,99,54,93,45,9,143,291,116,18,9,1,19,6,3,0,99,54,93,45,9,35,7,0,6,812.0,197.0,23.2,141.0,20.0,4.02857,671.0,197.0,19.1714,226.0,4.71024,8,4,2,7,171,0,9,99,118.0,19.0,100,3,0,0.0,3,63.0,30.0,6.84846,0.0039412,0.151789,8.10896,0.231177,false
