@RELATION GitHub-unified-file.arff

    @ATTRIBUTE McCC NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NumberOfCommitters NUMERIC
    @ATTRIBUTE NumberOfDeveloperCommits NUMERIC
    @ATTRIBUTE NumberOfPreviousModifications NUMERIC
    @ATTRIBUTE NumberOfPreviousFixes NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    1,0,4,0,11,63,0,5,15,219,false
    11,0,5,3,83,134,1,7,16,219,true
    1,0,1,12,19,54,0,4,8,219,false
    1,0,1,13,127,172,0,7,21,2597,false
    1,0,1,0,3,29,0,5,12,2597,false
    1,0,1,20,79,129,0,5,15,2597,false
    1,0,1,1,5,33,0,4,10,219,false
    1,0,1,5,33,72,0,4,9,219,false
    2,0,2,0,21,54,0,4,10,219,false
    5,0,3,0,51,123,0,4,11,2597,false
    5,0,2,0,27,68,0,5,15,219,false
    1,0,2,0,6,55,0,5,8,1283,false
    1,0,12,6,30,173,0,6,19,219,false
    97,0,9,13,490,718,1,7,57,1464,false
    9,0,6,3,66,129,0,5,15,219,true
    1,0,16,1,26,172,0,6,16,219,false
    16,0,1,16,185,238,0,6,22,219,false
    12,0,1,9,73,117,0,5,15,219,true
    1,0,34,0,61,344,0,5,11,219,false
    1,0,12,0,24,132,0,4,13,219,false
    5,0,1,11,116,160,1,6,18,219,false
    1,0,7,0,17,80,0,4,8,219,false
    1,0,1,6,79,114,0,6,18,219,false
    8,0,1,41,407,490,0,8,74,2597,false
    1,0,4,0,10,60,0,5,15,219,false
    15,0,5,7,121,178,1,7,32,219,true
    1,0,4,0,11,64,0,5,19,219,false
    11,0,5,3,83,134,1,7,21,219,true
    1,0,9,0,18,92,0,4,8,219,false
    1,0,1,9,84,122,0,8,29,2597,false
    1,0,1,4,19,53,0,4,7,2597,false
    1,0,1,18,75,117,0,5,15,1464,false
    1,0,1,1,5,33,0,4,10,219,false
    1,0,1,5,37,76,0,4,9,219,false
    3,0,2,0,24,57,0,4,10,219,false
    5,0,3,0,51,123,0,5,13,1283,false
    5,0,2,0,27,69,0,5,12,219,false
    1,0,2,0,6,55,0,5,10,1283,false
    1,0,17,2,31,263,0,6,20,219,false
    105,0,4,23,585,778,3,7,61,592,false
    9,0,6,3,59,122,0,5,17,219,true
    1,0,2,2,8,41,0,5,11,219,false
    4,0,1,3,50,81,0,6,22,1464,false
    1,0,1,8,33,72,0,5,16,1283,false
    1,0,0,9,13,39,0,5,16,219,false
    1,0,7,3,88,149,0,8,28,1283,false
    1,0,2,2,8,43,0,6,16,219,false
    11,0,3,2,93,145,1,6,22,1464,true
    9,0,0,9,58,92,0,5,15,219,true
    2,0,1,1,18,47,0,4,9,219,false
    66,0,2,10,385,572,0,6,20,219,true
    1,0,3,1,14,62,0,4,10,219,false
    7,0,1,0,48,100,0,6,25,592,false
    6,0,3,0,68,147,0,5,26,219,false
    1,0,0,2,16,38,0,5,14,219,false
    1,0,1,0,9,41,0,4,12,219,false
    11,0,1,0,59,98,0,7,22,1464,false
    1,0,3,0,7,67,0,4,12,219,false
    1,0,1,1,20,48,0,6,20,592,false
    10,0,1,6,95,128,0,6,18,219,false
    6,0,1,4,77,131,0,6,23,592,false
    5,0,1,7,63,114,0,5,19,219,false
    23,0,2,3,178,286,2,8,54,1464,false
    17,0,1,20,172,264,0,5,21,219,false
    1,0,1,1,21,51,0,5,10,219,false
    5,0,4,0,84,159,0,4,10,1464,false
    1,0,1,1,11,34,0,5,8,219,false
    1,0,0,9,48,81,0,6,19,2597,true
    13,0,0,3,78,107,1,7,30,592,false
    1,0,1,6,27,60,0,2,4,219,false
    13,0,1,12,72,113,0,2,2,219,true
    39,0,1,33,176,240,0,2,4,219,true
    6,0,1,6,41,74,0,2,2,219,true
    134,0,2,101,624,767,0,5,11,592,true
    1,0,1,2,11,36,0,2,2,219,false
    5,0,1,4,24,54,0,2,2,219,true
    2,0,1,9,48,87,0,2,2,219,true
    9,0,1,21,111,161,1,3,3,219,false
    13,0,1,10,64,101,0,2,4,219,true
    3,0,9,3,53,137,0,3,6,219,false
    1,0,1,16,61,105,0,2,2,219,false
    52,0,6,27,230,335,1,3,11,219,true
    1,0,1,4,19,57,0,3,3,219,false
    55,0,1,38,210,284,0,2,3,219,true
    4,0,0,16,77,126,0,4,9,1283,false
    26,0,1,27,143,203,1,2,5,219,true
    24,0,1,22,121,171,1,3,4,219,true
    32,0,1,24,138,194,1,3,5,219,true
    1,0,1,0,7,30,0,2,2,219,false
    13,0,11,5,80,233,0,2,2,219,true
    18,0,0,24,112,160,3,3,9,219,true
    36,0,7,20,176,290,1,2,3,2597,true
    1,0,1,2,7,36,0,2,2,219,false
    1,0,1,4,19,50,0,2,2,219,false
    20,0,1,19,94,141,0,3,5,219,true
    1,0,0,9,33,62,0,2,2,219,false
    1,0,1,13,55,94,0,2,2,219,false
    10,0,2,9,62,109,1,3,4,219,true
    1,0,1,0,4,25,0,2,5,219,false
    1,0,1,33,37,92,0,2,4,219,false
    1,0,1,170,607,820,1,5,13,592,false
    1,0,1,4,11,37,0,2,2,219,false
    1,0,1,4,24,51,0,2,2,219,false
    1,0,0,5,11,36,0,2,2,219,false
    1,0,0,5,19,47,0,2,2,219,false
    1,0,1,13,60,98,0,4,6,219,false
    2,0,1,0,48,76,1,5,15,592,false
    8,0,0,4,47,77,0,5,12,219,false
    8,0,1,1,47,82,0,6,10,1283,false
    3,0,1,1,23,55,0,3,3,219,false
    1,0,1,8,35,70,0,2,2,219,false
    1,0,1,0,7,32,0,2,2,219,false
    1,0,2,29,50,113,1,8,18,219,false
    169,0,2,38,1175,1331,2,9,120,592,true
    1,0,1,1,5,30,0,2,3,219,false
    2,0,1,3,27,58,0,4,8,1464,false
    1,0,1,14,53,91,1,3,5,219,false
    23,0,1,8,164,203,0,7,83,219,false
    1,0,1,0,4,25,0,4,6,219,false
    1,0,1,1,6,31,0,4,6,219,false
    1,0,0,11,17,47,0,6,26,219,false
    8,0,0,11,111,149,0,7,31,219,false
    3,0,1,2,34,64,1,4,8,219,false
    47,0,1,1,228,279,5,4,11,2597,false
    139,0,1,5,560,624,5,4,14,2597,false
    7,0,1,1,40,65,0,2,3,219,true
    204,0,1,4,734,792,5,5,33,592,false
    111,0,1,4,446,502,6,4,15,2597,true
    95,0,1,4,463,496,2,2,7,2597,true
    1,0,7,0,24,112,0,4,7,219,false
    1,0,1,7,41,71,0,4,6,219,false
    166,0,1,5,635,705,6,4,15,2597,false
    18,0,1,5,133,170,0,2,4,219,false
    3,0,1,7,60,98,0,4,6,219,false
    1,0,1,18,108,152,0,2,4,219,false
    1,0,1,8,46,80,0,2,4,219,false
    1,0,1,6,32,64,0,2,4,219,false
    1,0,1,6,31,62,0,4,5,219,false
    1,0,1,5,26,56,0,2,4,219,false
    1,0,1,6,31,62,0,2,4,219,false
    6,0,8,47,274,403,3,6,27,1464,true
    1,0,1,11,16,49,0,2,3,219,false
    2,0,0,12,103,141,0,4,7,219,false
    9,0,1,7,61,100,0,4,5,219,false
    1,0,0,26,31,76,0,5,13,219,false
    13,0,0,28,235,298,0,7,29,219,false
    1,0,1,3,7,31,0,3,3,219,false
    9,0,1,7,60,99,0,5,9,219,false
    9,0,1,7,60,98,0,4,5,219,false
    1,0,2,0,6,42,0,3,7,219,false
    10,0,1,1,78,117,3,3,16,219,true
    1,0,1,5,11,44,0,4,7,219,false
    7,0,1,5,80,126,0,5,13,219,false
    1,0,1,7,14,41,1,3,5,2597,false
    12,0,1,7,105,151,1,5,11,1464,false
    1,0,1,4,9,34,0,2,2,219,false
    2,0,1,4,34,66,0,3,5,219,false
    1,0,1,6,11,36,0,4,4,1283,false
    6,0,1,6,55,88,0,4,7,1283,false
    1,0,1,2,6,30,0,3,3,219,false
    1,0,1,2,22,51,0,3,3,219,false
    1,0,1,2,12,38,0,3,3,219,false
    1,0,1,11,16,52,0,3,4,219,false
    1,0,1,12,48,86,0,3,3,219,false
    1,0,2,12,114,164,0,5,8,219,false
    1,0,1,15,22,55,0,4,12,56,false
    8,0,1,16,171,227,0,7,26,1464,false
    1,0,1,7,10,41,0,2,4,219,false
    5,0,1,8,91,135,0,5,11,219,false
    1,0,1,8,13,39,0,2,4,219,false
    7,0,1,12,145,197,1,7,31,219,true
    1,0,1,19,24,67,3,6,10,219,false
    1,0,1,20,156,213,4,7,19,219,false
    1,0,0,9,14,43,0,4,5,219,false
    1,0,7,17,28,97,0,5,12,1283,false
    10,0,1,29,265,341,1,7,33,1283,false
    1,0,11,0,15,87,0,3,3,219,false
    7,0,1,12,71,113,0,2,2,2597,true
    10,0,1,4,84,120,1,5,16,1464,false
    8,0,1,5,92,135,3,3,16,1464,false
    1,0,1,1,5,30,0,1,2,2597,false
    16,0,1,3,102,149,0,6,19,2597,false
    1,0,1,16,63,105,0,1,1,2597,false
    1,0,1,0,4,27,0,1,1,2597,false
    1,0,1,2,7,32,0,1,4,2597,false
    1,0,9,17,39,130,2,6,15,1283,false
    37,0,1,35,355,467,3,7,30,1283,false
    1,0,3,3,25,67,1,2,3,2597,false
    8,0,1,1,38,69,2,5,18,56,false
    1,0,0,8,14,42,0,1,2,2597,false
    30,0,1,9,173,225,1,1,3,2597,false
    3,0,1,2,33,64,1,3,6,2597,false
    1,0,1,1,6,28,0,1,4,2597,false
    9,0,1,7,63,101,0,3,3,2597,true
    1,0,16,0,48,231,4,5,33,2597,false
    58,0,1,15,494,636,13,5,64,2597,true
    7,0,1,4,52,86,0,1,4,2597,false
    1,0,1,1,8,34,0,1,3,2597,false
    2,0,1,1,21,48,0,2,2,2597,false
    1,0,1,1,4,28,0,1,2,2597,false
    1,0,1,2,5,29,0,2,3,2597,false
    18,0,1,8,168,207,6,7,55,1464,true
    1,0,2,4,19,52,0,1,2,2597,false
    3,0,1,2,10,35,0,1,5,2597,false
    1,0,0,1,5,23,0,1,1,2597,false
    1,0,1,3,18,51,0,2,2,2597,false
    1,0,1,3,9,40,0,1,1,2597,false
    1,0,1,4,10,41,0,1,1,2597,false
    5,0,1,4,34,68,0,1,1,2597,false
    1,0,1,1,7,36,0,1,1,2597,false
    14,0,1,8,113,164,0,2,3,2597,false
    1,0,5,0,17,59,0,1,1,2597,false
    1,0,1,6,25,58,0,1,1,2597,false
    1,0,0,5,15,38,0,1,1,2597,false
    7,0,4,4,91,139,0,3,4,592,false
    3,0,1,1,12,37,0,1,1,2597,false
    3,0,1,1,12,37,0,1,1,2597,false
    22,0,1,4,137,186,0,2,2,592,false
    22,0,1,4,132,181,0,2,3,2597,false
    43,0,2,4,202,275,0,2,2,592,false
    8,0,4,2,63,109,0,2,2,592,false
    12,0,1,4,102,141,0,2,2,592,false
    25,0,0,7,161,219,0,2,3,592,false
    34,0,1,4,152,207,0,2,2,592,false
    12,0,1,4,104,144,0,2,2,592,false
    21,0,1,4,127,175,0,2,4,592,false
    1,0,6,1,14,107,0,1,3,2597,false
    1,0,6,6,24,98,0,3,6,2597,false
    1,0,1,12,59,94,0,3,7,1283,false
    1,0,1,1,4,27,0,1,1,2597,false
    1,0,1,3,16,42,0,1,1,2597,false
    1,0,1,4,15,40,0,1,1,2597,false
    1,0,0,20,36,77,0,5,16,2597,false
    70,0,1,28,451,561,9,7,69,2597,true
    1,0,1,13,23,64,0,3,7,2597,false
    31,0,0,16,192,256,0,8,25,2597,false
    28,0,0,56,335,437,0,2,5,31,false
    46,0,3,16,510,591,3,5,35,1464,true
    151,0,1,43,972,1100,10,8,128,592,true
    1,0,2,2,8,44,0,2,3,1464,false
    1,0,1,0,4,29,0,1,3,2597,false
    44,0,1,7,252,318,2,5,25,2597,true
    1,0,1,4,14,40,0,1,1,2597,false
    1,0,1,3,12,41,0,3,7,2597,false
    67,0,1,7,474,566,3,7,57,1464,true
    1,0,1,8,23,57,0,5,13,2597,false
    1,0,6,15,47,146,1,7,34,2597,false
    1,0,1,2,9,35,0,1,4,2597,false
    32,0,1,2,164,254,6,4,19,1283,true
    1,0,1,9,38,70,0,1,3,2597,false
    19,0,1,7,142,196,4,4,9,263,true
    6,0,1,21,110,161,1,3,6,1464,true
    4,0,3,10,72,131,2,3,8,1283,false
    1,0,1,1,4,27,0,1,3,2597,false
    1,0,1,3,22,50,0,1,3,2597,false
    9,0,1,7,67,106,0,1,1,2597,true
    1,0,1,1,9,32,0,1,3,2597,false
    3,0,1,1,14,37,0,1,3,2597,false
    3,0,1,1,18,42,0,1,3,2597,false
    1,0,1,1,4,27,0,1,3,2597,false
    1,0,1,1,9,32,0,1,3,2597,false
    1,0,1,1,9,32,0,1,3,2597,false
    3,0,1,2,24,49,0,2,4,2597,false
    4,0,1,1,17,40,0,1,3,2597,false
    1,0,1,1,9,32,0,1,3,2597,false
    2,0,1,1,12,37,0,3,7,1283,false
    5,0,1,1,34,62,1,2,6,1464,false
    3,0,1,1,26,50,0,1,4,2597,false
    2,0,1,1,23,47,0,1,5,2597,false
    3,0,1,1,28,55,0,2,7,2597,false
    2,0,1,1,22,46,0,1,4,2597,false
    2,0,1,1,22,47,0,1,5,2597,false
    8,0,1,1,47,79,0,2,3,2597,false
    1,0,1,1,11,36,0,1,3,2597,false
    7,0,1,0,57,83,0,1,1,2597,false
    3,0,1,1,40,75,1,3,9,1464,true
    112,0,1,4,423,477,11,5,36,592,true
    3,0,1,2,32,58,1,1,4,2597,false
    1,0,5,0,24,100,0,2,7,2597,true
    1,0,1,5,35,63,2,1,5,2597,false
    16,0,3,2,90,139,1,5,5,56,true
    19,0,1,4,120,151,1,3,9,2597,true
    21,0,1,4,160,202,3,4,10,2597,true
    5,0,1,1,46,78,1,3,9,1464,false
    62,0,1,4,365,427,2,3,18,1464,true
    1,0,1,2,11,39,0,1,3,2597,false
    1,0,1,9,55,90,0,2,4,2597,true
    1,0,1,11,61,99,0,3,5,1464,false
    1,0,1,9,50,84,0,1,2,2597,false
    30,0,1,1,88,118,3,2,6,1464,true
    3,0,1,5,39,103,2,3,6,1283,false
    1,0,4,0,14,73,2,3,7,1283,true
    20,0,1,4,117,178,11,4,20,1464,true
    3,0,1,1,34,67,0,1,3,1464,false
    1,0,2,0,16,62,0,1,1,1464,false
    1,0,1,1,22,50,0,1,5,1464,true
    1,0,2,0,9,57,0,2,2,2597,false
    1,0,5,2,24,75,0,1,2,1464,false
    1,0,2,0,17,75,0,1,3,1464,false
    3,0,1,5,49,96,0,1,5,1464,false
    3,0,1,1,27,57,0,2,5,2597,false
    9,0,1,4,54,109,0,2,6,1283,true
    1,0,2,1,33,69,0,1,1,1464,false
    9,0,1,7,61,101,0,3,6,1283,true
    1,0,1,0,4,36,0,1,3,2597,false
    1,0,1,0,50,76,0,5,7,1464,false
    20,0,1,0,131,166,0,4,9,219,false
    1,0,1,1,8,32,0,3,5,343,false
    5,0,1,1,19,55,0,2,2,2597,false
    1,0,1,0,16,41,0,1,3,2597,false
    8,0,1,12,97,139,6,4,11,1464,false
    9,0,1,1,42,68,0,1,3,2597,false
    39,0,1,0,286,589,7,5,33,1464,true
    4,0,1,3,39,71,0,2,3,2597,false
    10,0,1,27,206,276,1,5,9,1464,false
    2,0,5,2,109,220,2,4,13,1464,false
    1,0,2,0,5,36,1,2,2,2597,false
    3,0,1,3,28,57,1,3,4,1464,false
    1,0,2,0,8,44,0,1,2,1464,false
    2,0,1,3,24,57,0,1,3,1464,false
    73,0,18,1,751,1260,13,7,101,592,true
    2,0,2,0,48,94,0,5,12,592,false
    7,0,1,0,36,86,0,1,4,2597,false
    4,0,1,1,35,55,1,4,10,1283,false
    19,0,1,1,92,144,0,1,2,423,false
    4,0,1,1,37,67,0,3,6,1283,false
    2,0,1,2,68,114,4,5,25,592,true
    1,0,1,1,12,39,0,1,1,1464,false
    1,0,1,10,40,73,0,2,2,263,false
    2,0,0,15,52,86,0,1,2,1283,false
    1,0,0,1,28,55,0,4,8,1464,false
    10,0,4,45,212,320,1,3,30,2597,false
    1,0,9,10,81,175,0,4,12,1283,false
    7,0,2,14,86,146,0,3,10,1283,true
    1,0,1,4,19,47,0,3,3,1464,false
    1,0,1,10,40,73,0,1,2,1283,false
    2,0,4,2,23,65,1,3,7,592,false
    1,0,0,1,10,33,0,3,5,1464,false
    1,0,0,1,8,30,0,2,2,592,false
    1,0,0,13,48,82,1,2,3,1464,true
    52,0,5,40,323,453,3,6,39,592,true
    2,0,0,20,92,135,0,3,7,1464,true
    7,0,2,0,41,95,5,3,13,1283,false
    15,0,6,67,277,395,1,4,32,592,false
    11,0,0,10,97,141,1,3,7,1283,false
    8,0,0,13,83,124,0,3,7,2597,false
    6,0,0,4,50,93,0,3,5,2597,false
    6,0,1,1,41,84,3,5,9,592,false
    5,0,2,1,61,102,0,2,6,1464,false
    4,0,2,1,51,88,0,3,5,1464,false
    7,0,2,1,56,98,0,5,9,2597,false
    2,0,2,1,45,84,0,4,9,1464,false
    6,0,1,2,51,85,0,4,5,1283,false
    9,0,1,2,76,124,2,2,7,1283,false
    1,0,1,0,4,27,0,1,1,343,false
    1,0,1,0,9,32,0,2,2,2597,false
    14,0,1,2,79,108,0,2,5,2597,false
    132,0,1,2,586,640,1,4,11,1283,true
    41,0,1,4,175,217,0,2,10,2597,false
    1,0,1,1,16,41,0,2,2,2597,false
    4,0,3,0,36,76,0,2,6,2597,false
    1,0,1,8,34,69,0,1,3,343,false
    1,0,1,7,34,96,0,3,5,2597,false
    1,0,1,10,40,78,0,1,2,343,false
    1,0,1,8,33,68,0,1,1,343,false
    1,0,1,15,72,117,0,1,1,343,false
    1,0,1,3,20,74,0,2,2,1283,false
    1,0,1,6,26,58,0,1,1,343,false
    1,0,1,4,19,48,0,1,1,343,false
    6,0,1,1,38,80,0,1,1,1283,false
    1,0,1,1,5,32,0,1,1,1283,false
    2,0,1,3,24,55,0,3,3,2597,false
    1,0,1,3,23,55,0,2,8,1283,false
    1,0,1,6,28,59,0,1,1,343,false
    46,0,1,1,170,206,0,2,2,2597,false
    23,0,1,11,170,217,0,5,17,592,true
    1,0,1,8,16,47,0,3,5,592,false
    1,0,1,3,7,35,0,2,4,2597,false
    4,0,1,3,30,63,0,1,1,2597,false
    1,0,1,6,25,54,0,1,1,343,false
    92,0,1,1,300,370,2,5,16,1464,false
    1,0,0,3,6,29,0,3,5,1283,false
    1,0,19,0,46,283,1,4,23,2597,false
    137,0,1,18,748,950,11,9,133,592,true
    1,0,2,1,10,46,0,2,3,2597,false
    8,0,0,3,128,185,0,1,2,1283,false
    1,0,1,1,28,65,0,1,1,1464,false
    1,0,1,2,5,32,0,1,1,592,false
    1,0,4,0,6,40,0,2,3,592,false
    2,0,4,7,46,96,0,3,7,592,true
    7,0,5,11,92,151,0,3,5,263,false
    1,0,2,0,5,35,0,2,2,2597,false
    1,0,0,16,81,121,0,4,9,2597,true
    14,0,0,3,88,117,2,4,13,1283,false
    1,0,1,0,10,34,0,1,1,2597,false
    17,0,1,5,99,134,0,3,7,1283,false
    8,0,1,3,56,86,0,1,1,2597,false
    9,0,1,9,113,157,0,3,8,2597,true
    1,0,1,4,16,45,0,1,1,2597,false
    8,0,1,9,108,152,0,3,7,2597,true
    1,0,1,1,4,28,0,1,2,2597,false
    1,0,1,7,33,66,0,1,1,2597,false
    1,0,1,2,13,40,0,1,1,2597,false
    4,0,1,2,27,55,0,1,1,2597,false
    1,0,1,2,6,32,0,1,2,2597,false
    17,0,1,17,141,190,0,1,4,2597,false
    1,0,1,6,26,58,0,1,1,2597,false
    1,0,1,4,18,48,0,1,1,2597,false
    30,0,5,14,193,255,0,1,1,2597,false
    6,0,1,4,62,78,0,4,9,592,false
    1,0,1,1,4,27,0,1,1,2597,false
    37,0,5,6,244,376,0,5,26,592,true
    8,0,0,6,51,81,0,1,1,263,false
    1,0,1,3,12,40,0,1,1,2597,false
    1,0,2,7,14,56,0,2,4,2597,false
    4,0,0,9,84,120,2,3,9,592,false
    1,0,1,5,10,40,0,2,2,1283,false
    3,0,1,5,46,79,0,2,2,1283,false
    3,0,1,18,149,212,0,7,20,2597,false
    1,0,0,16,22,58,0,1,2,423,false
    1,0,1,6,10,43,0,3,5,1283,false
    1,0,1,6,61,97,0,4,9,1283,false
    1,0,0,7,12,39,0,1,2,423,false
    1,0,0,7,40,69,1,2,4,1464,false
    1,0,1,1,5,33,0,2,3,2597,false
    1,0,2,4,10,46,0,3,5,1283,false
    1,0,1,5,37,69,0,3,9,592,true
    9,0,0,8,62,97,0,5,7,1464,true
    1,0,4,1,9,50,0,2,3,1283,false
    3,0,2,3,47,81,0,3,4,2597,false
    1,0,1,6,10,39,0,2,2,1283,false
    7,0,1,8,75,115,0,5,12,2597,true
    1,0,0,7,25,53,0,2,4,1283,false
    1,0,4,1,9,49,0,2,3,1283,false
    1,0,4,1,27,68,0,2,4,1283,false
    11,0,4,4,60,116,0,5,12,1464,false
    1,0,1,1,4,27,0,1,3,2597,false
    1,0,1,1,9,37,0,2,5,1283,false
    1,0,1,5,10,35,0,1,1,592,false
    1,0,2,4,50,88,0,1,1,592,false
    1,0,1,6,10,37,0,1,1,592,false
    10,0,7,2,53,124,0,1,1,592,true
    1,0,7,2,13,63,0,2,2,2597,false
    1,0,12,1,17,86,0,1,1,592,false
    22,0,13,2,134,220,0,2,2,1464,true
    26,0,13,2,135,220,0,2,2,1464,true
    1,0,9,0,13,69,0,1,1,592,false
    19,0,9,2,110,178,0,2,2,1464,true
    1,0,1,3,9,37,0,2,2,343,false
    8,0,9,3,90,160,2,6,8,1283,false
    1,0,1,3,7,33,0,1,1,592,false
    8,0,2,2,54,98,0,1,1,592,false
    6,0,1,1,43,68,0,2,3,2597,false
    1,0,1,3,18,48,0,4,4,2597,false
    1,0,1,4,16,43,0,1,1,592,false
    1,0,13,5,76,157,0,2,2,343,false
    1,0,1,1,8,40,0,1,1,592,false
    3,0,9,2,51,110,0,1,1,592,true
    6,0,2,0,34,70,0,2,2,2597,false
    1,0,4,1,10,46,0,2,2,2597,false
    1,0,5,1,37,81,0,2,2,343,true
    1,0,0,7,26,54,0,1,1,592,false
    9,0,1,7,58,97,0,2,2,1283,true
    1,0,0,2,5,26,0,2,2,343,false
    8,0,0,7,55,83,0,4,5,343,true
    1,0,0,4,21,46,0,4,5,343,false
    5,0,0,3,31,57,0,4,4,343,false
    2,0,0,7,38,65,0,5,6,343,false
    1,0,0,3,5,26,0,1,1,2597,false
    2,0,1,3,20,55,0,2,3,343,false
    1,0,0,3,7,28,0,3,3,2597,false
    1,0,0,3,33,59,0,3,3,2597,false
    1,0,4,7,17,61,0,5,14,1464,false
    2,0,0,11,99,135,0,7,19,1283,false
    1,0,1,10,14,46,0,5,9,219,false
    2,0,1,10,95,134,0,8,21,1283,false
    1,0,0,3,7,28,0,3,3,2597,false
    1,0,0,3,19,44,0,3,3,2597,false
    6,0,1,6,42,75,0,2,3,1283,false
    1,0,1,3,16,47,1,2,2,1464,false
    1,0,1,2,5,32,0,2,3,1283,false
    1,0,1,4,18,47,0,1,2,2597,false
    3,0,2,3,26,66,1,3,8,1283,true
    1,0,1,4,14,40,0,2,3,1464,false
    6,0,5,0,36,94,0,2,7,423,false
    33,0,3,0,185,271,0,4,4,1283,false
    11,0,0,5,75,102,0,5,12,1283,false
    1,0,0,3,13,35,0,1,1,2597,false
    1,0,1,1,13,26,0,2,3,592,false
    10,0,2,0,55,100,0,1,3,2597,false
    4,0,3,1,37,110,0,3,7,1464,false
    10,0,1,5,82,137,0,3,8,1464,false
    5,0,3,1,46,115,0,3,7,1464,false
    5,0,1,14,75,114,0,2,3,592,false
    28,0,0,2,62,90,1,2,3,1464,false
    29,0,11,3,178,306,2,4,7,1464,false
    9,0,1,7,85,123,0,2,3,592,false
    1,0,3,0,12,54,0,1,2,2597,false
    7,0,1,2,87,124,0,2,7,2597,false
    1,0,3,0,12,54,0,1,1,2597,false
    1,0,1,1,5,36,1,2,2,263,false
    22,0,2,2,184,252,1,2,4,592,false
    12,0,2,1,69,114,0,2,4,592,false
    22,0,1,3,131,173,0,2,4,592,false
    1,0,1,1,10,37,1,3,3,2597,false
    1,0,1,0,4,25,0,1,3,2597,false
    1,0,1,4,16,47,0,1,1,2597,false
    1,0,1,4,16,47,0,1,1,2597,false
    5,0,1,1,36,66,0,4,6,592,false
    1,0,1,9,34,68,0,1,2,2597,false
    1,0,1,2,11,34,0,3,3,1464,false
    5,0,1,1,23,52,0,2,3,592,false
    8,0,1,1,52,83,0,2,4,2597,false
    5,0,1,0,21,55,0,1,2,2597,false
    1,0,10,0,14,110,0,2,3,592,false
    1,0,1,9,29,72,0,2,3,592,false
    4,0,1,0,17,52,0,3,4,219,false
    5,0,1,0,27,60,0,1,1,2597,false
    27,0,1,1,147,197,0,2,3,592,false
    8,0,1,3,48,82,0,4,6,592,false
    6,0,1,0,45,78,0,2,3,263,false
    1,0,1,1,7,29,0,3,3,1464,false
    1,0,1,4,18,46,0,2,4,1283,false
    1,0,1,4,16,45,0,1,1,2597,false
    28,0,1,3,102,168,0,5,12,2597,false
    15,0,1,1,89,124,0,1,3,2597,false
    51,0,3,5,267,345,1,7,23,1464,true
    1,0,1,1,6,32,0,1,1,2597,false
    16,0,1,2,133,165,0,1,6,2597,false
    8,0,1,10,55,91,0,1,1,2597,true
    15,0,1,5,107,171,1,3,9,1464,false
    20,0,1,5,138,210,1,6,31,2597,true
    1,0,0,1,9,29,0,2,2,592,false
    1,0,1,2,15,47,0,2,2,343,false
    1,0,1,8,32,63,0,1,7,2597,false
    1,0,1,6,25,54,0,1,4,2597,false
    1,0,1,4,17,43,0,1,2,2597,false
    1,0,1,4,17,43,0,1,2,2597,false
    1,0,8,0,14,93,0,2,6,2597,false
    3,0,0,10,92,129,1,5,11,592,false
    11,0,1,9,76,119,0,3,9,2597,true
    1,0,1,12,15,52,0,2,4,2597,false
    1,0,2,11,101,151,0,5,15,1464,false
    3,0,2,0,18,57,0,1,2,1283,false
    4,0,1,5,23,54,0,2,6,1283,false
    1,0,7,2,16,109,1,3,12,1464,false
    21,0,0,9,174,233,3,3,20,1464,false
    3,0,1,2,20,48,0,1,1,2597,false
    4,0,0,2,16,37,0,1,1,2597,false
    1,0,1,4,20,50,0,1,1,2597,false
    1,0,1,0,26,64,0,1,1,2597,false
    1,0,1,1,9,43,0,1,1,2597,false
    1,0,4,1,9,49,0,2,3,2597,false
    5,0,4,1,55,97,0,3,6,2597,false
    1,0,1,10,15,49,0,4,5,592,false
    11,0,1,12,117,161,0,6,15,592,true
    1,0,5,0,9,52,0,3,5,1283,false
    1,0,1,4,32,61,0,4,7,423,false
    5,0,1,1,16,41,0,3,3,2597,false
    1,0,1,0,8,32,0,2,4,2597,false
    1,0,0,7,42,67,0,1,1,2597,false
    3,0,5,1,26,80,0,2,3,592,false
    7,0,1,5,33,66,0,3,5,2597,false
    2,0,1,1,12,39,0,3,4,592,false
    1,0,3,0,17,61,0,3,6,592,false
    8,0,4,1,32,81,0,3,5,592,false
    1,0,0,11,14,44,0,1,1,592,false
    1,0,1,10,49,84,1,2,3,1464,false
    22,0,0,13,133,174,0,3,5,2597,true
    2,0,0,12,44,76,0,4,6,1464,false
    1,0,1,4,19,50,0,3,5,1283,false
    1,0,0,5,19,46,0,3,4,1283,false
    1,0,1,1,5,36,0,3,5,2597,false
    1,0,1,1,5,31,0,2,2,592,false
    42,0,1,66,336,457,3,8,33,1283,true
    1,0,1,2,13,44,0,2,2,2597,false
    4,0,0,4,36,61,0,1,1,2597,false
    9,0,1,7,62,101,0,2,2,1283,true
    11,0,0,2,31,53,0,1,1,2597,false
    1,0,0,4,17,41,0,1,1,2597,false
    1,0,1,2,18,45,0,5,10,2597,true
